Môn học,Lớp,Chủ đề,Thể loại,Câu hỏi,Câu trả lời,Hướng dẫn giải
Toán,9,Hình học,Bài tập,"Góc nội tiếp chắn nửa đường tròn là

A. góc vuông;

B. góc nhọn;

C. góc bẹt;

D. góc tù.",A,"Góc nội tiếp chắn nửa đường tròn là góc vuông.

Do đó ta chọn phương án A."
Toán,9,Hình học,Lý thuyết,Đường tròn ngoại tiếp một tam giác là gì ?,Đường tròn ngoại tiếp một tam giác là đường tròn đi qua ba đỉnh của tam giác đó.,
Toán,9,Hình học,Lý thuyết,Đường tròn ngoại tiếp tam giác vuông là gì ?,Đường tròn ngoại tiếp tam giác vuông có tâm là trung điểm của cạnh huyền và bán kính bằng một nửa cạnh huyền.,
Toán,9,Hình học,Lý thuyết,Đường tròn nội tiếp tam giác là gì ?,Đường tròn tiếp xúc với ba cạnh của tam giác được gọi là đường tròn nội tiếp tam giác. Tam giác đó được gọi là ngoại tiếp đường tròn. Tâm đường tròn nội tiếp tam giác là giao điểm ba đường phân giác của tam giác.,
Toán,9,Hình học,Bài tập,"Khẳng định nào sau đây là sai?

A. Trọng tâm của tam giác đều vừa là tâm đường tròn ngoại tiếp, vừa là tâm đường tròn nội tiếp tam giác đều đó;

B. Tâm đường tròn nội tiếp tam giác là giao điểm của ba đường phân giác của tam giác đó;

C. Tâm đường tròn ngoại tiếp tam giác vuông là trung điểm của cạnh huyền;

D. Đường tròn ngoại tiếp một tam giác là đường tròn đi qua nhiều nhất là ba đỉnh của tam giác đó.",D,"Phương án A, B, C đúng.

Phương án D sai. Sửa lại: Đường tròn ngoại tiếp một tam giác là đường tròn đi qua cả ba đỉnh của tam giác đó.

Vậy ta chọn phương án D."
Toán,9,Hình học,Lý thuyết,Tứ giác nội tiếp đường tròn là gì ?,Tứ giác có bốn đỉnh nằm trên một đường tròn được gọi là tứ giác nội tiếp đường tròn,
Toán,9,Hình học,Lý thuyết,Đường tròn ngoại tiếp hình chữ nhật và hình vuông là gì ?,Hình chữ nhật và hình vuông là các tứ giác nội tiếp. Đường tròn ngoại tiếp của chúng có tâm là giao điểm của hai đường chéo và bán kính bằng một nửa độ dài đường chéo.,
Toán,9,Hình học,Lý thuyết,Đa giác đều là gì ?,Đa giác đều là một đa giác lồi có các cạnh bằng nhau và các góc bằng nhau.,
Toán,9,Hình học,Lý thuyết,Phép quay là gì ?," Phép quay thuận chiều α° (0° < α° < 360°) tâm O giữ nguyên điểm O, biến điểm A khác điểm O thành điểm B thuộc đường tròn (O; OA) sao cho tia OA quay thuận chiều quay của kim đồng hồ đến tia OB thì điểm A tạo nên cung AB có số đo α° (Hình a). Định nghĩa tương tự cho phép quay ngược chiều α° tâm O",
Toán,9,Hình học,Lý thuyết,Khái niệm phép quay giữ nguyên hình đa giác đều,Một phép quay được gọi là giữ nguyên một đa giác đều H nếu phép quay đó biến mỗi điểm của H thành một điểm của H.,
Toán,9,Hình học,Bài tập,"Khẳng định nào sau đây là đúng?

A. Đa giác lồi là đa giác luôn nằm về một phía của đường thẳng chứa một cạnh bất kì của đa giác đó;

B. Ngũ giác đều là đa giác có tất cả các cạnh bằng nhau;

C. Ngũ giác đều là đa giác có tất cả các góc bằng nhau;

D. Phép quay giữ nguyên mọi điểm là phép quay 180°.",A,"Phương án A đúng.

Phương án B, C sai. Sửa lại: Ngũ giác đều là đa giác có tất cả các cạnh bằng nhau và tất cả các góc bằng nhau.

Phương án D sai. Sửa lại: Phép quay giữ nguyên mọi điểm là phép quay 0° và phép quay 360°.

Vậy ta chọn phương án A."
Toán,9,Hình học,Bài tập,"Cho tam giác đều ABC nội tiếp đường tròn (O). Phép quay giữ nguyên tam giác ABC là

A. Phép quay thuận chiều 270° tâm O;

B. Phép quay thuận chiều 240° tâm O;

C. Phép quay ngược chiều 90° tâm O;

D. Phép quay ngược chiều 140° tâm O.",B,"Ba đỉnh A, B, C của tam giác đều ABC chia đường tròn (O) thành ba cung bằng nhau, mỗi cung có số đo bằng 360°/3 = 120°
Do đó trong các phương án đã cho, phương án B có phép quay giữ nguyên tam giác ABC là phép quay thuận chiều 240° tâm O.

Vậy ta chọn phương án B."
Toán,9,Hình học,Bài tập,"Có bao nhiêu phép quay biến hình vuông ABCD tâm O thành chính nó?

A. 2;

B. 4;

C. 6;

D. 8.",A,"Vì ABCD là hình vuông nên AC ⊥ BD tại O.

Vậy có 8 phép quay biến hình vuông ABCD tâm O thành chính nó là:

– Bốn phép quay thuận chiều α° tâm O với α° lần lượt nhận các giá trị 90°, 180°, 270°, 360°.

– Bốn phép quay ngược chiều α° tâm O với α° lần lượt nhận các giá trị 90°, 180°, 270°, 360°.

Do đó ta chọn phương án D."
Toán,9,Hình học,Lý thuyết,Công thức diện tích xung quanh của hình trụ ,Sxq=2πRh,
Toán,9,Hình học,Lý thuyết,Thể tích hình trụ,V = Sđáy . H,
Toán,9,Hình học,Bài tập,"Xét hình trụ với bán kính đáy là 2 cm, chiều cao 6 cm .Tính diện tích xung quanh và thể tích của hình trụ.","Diện tích xung quanh của hình trụ là:
Sxq =  24π",Sxq = 2πRh = 2π . 2 . 6 = 24π
Toán,9,Hình học,Bài tập,"Xét hình trụ với bán kính đáy là 2 cm, chiều cao 6 cm .Tính thể tích của hình trụ.","Thể tích hình trụ là:

V = 24π ",V = πR2h = π. 22 . 6 = 24π 
Toán,9,Hình học,Lý thuyết,Diện tích xung quanh của hình nón,Sxq = πrl,
Toán,9,Hình học,Lý thuyết,Thể tích hình nón,V=1/3.Sdáy.h=1/3.πr2h,
Toán,9,Hình học,Bài tập,"Một hình nón có bán kính đáy bằng r, diện tích xung quanh gấp đôi diện tích đáy. Diện tích xung quanh của hình nón tính theo r là

A. πrl.

B. 2πr2.

C. 2πr.

D. πr2l.",B,"Diện tích xung quanh gấp đôi diện tích đáy nên πrl = 2πr2.

Suy ra l = 2r.

Do đó πrl = πr · 2r = 2πr2.

Vậy diện tích xung quanh bằng 2πr2."
Toán,9,Hình học,Bài tập,Một thùng phuy hình trụ có số đo diện tích xung quanh (tính bằng mét vuông) đúng bằng số đo thể tích (tính bằng mét khối). Tính bán kính đáy của thùng phuy.,2m,"Gọi bán kính đáy và chiều cao thùng phuy lần lượt là R và h.

Ta có Sxq = 2πRh 

  V = πR2h 

Theo đề bài hai số đo trên bằng nhau nên ta có 2πRh = πR2h.

Suy ra R = 2 (m).

Vậy bán kính đáy của thùng phuy là 2 m."
Toán,9,Hình học,Lý thuyết,Diện tích hình cầu, S = 4πR2,
Toán,9,Hình học,Lý thuyết,Thể tích hình cầu,V = 4/3.πR3,
Toán,9,Hình học,Bài tập,Biết Trái Đất có bán kính bằng 6 400 km. Tính diện tích bề mặt  Trái Đất.,"
S = 514 457 600 (km2)","Diện tích bề mặt Trái Đất là:

S = 4πR2 = 4π . 6 4002 =514 457 600 (km2)"
Toán,9,Hình học,Bài tập,Biết Trái Đất có bán kính bằng 6 400 km. Tính thể tích Trái Đất.,"V   = 1,098.1012(km3)","Thể tích Trái Đất là:

V=4/3.πR3=4/3π.64003≈1,098.1012(km3)"
Toán,6,Đại số,Bài tập,Viết sô 32009 thành tổng các chữ số của chúng,32009 = 3 x 10000 + 2 x 1000 + 0 x 100 + 0 x 10 + 9,
Toán,6,Đại số,Bài tập,"Cho số 1256934, chữ số 5 trong số đã cho nằm ở hàng nào ?",Chữ số 5 trong số đã cho nằm ở hàng chục nghìn,
Toán,6,Đại số,Lý thuyết,Cách viết số la mã,"Để viết các số La Mã không quá 30, ta dùng các kí tự I, V và X (gọi là những số La Mã).
Ba chữ số đó cộng với hai cụm chữ số là IV và IX là năm thành phần dùng để ghi số La Mã. ",
Toán,6,Đại số,Bài tập,Viết số 17  bằng số La Mã,XVII,
Toán,6,Đại số,Bài tập,Viết số 23 bằng số La Mã,XXIII,
Toán,6,Đại số,Bài tập,Viết số  8 bằng số La Mã,VIII,
Toán,6,Đại số,Bài tập,Viết số La Mã XXIX thành số tự nhiên,29,
Toán,6,Đại số,Bài tập,Viết số La Mã XIV thành số tự nhiên,14,
Toán,6,Đại số,Bài tập,Viết số La Mã VII thành số tự nhiên,7,
Toán,6,Đại số,Bài tập,Một chữ số được viết bởi ba chữ số 5 nằm giữa hai chữ số 2. Đó là số nào? Và viết số đó thành tổng giá trị các chữ số của nó.,25552,"Ta có: 25552 = 2 x 10000 + 5 x 1000 + 5 x 100 + 5 x 10 + 2.
"
Toán,6,Đại số,Bài tập,Viết số La Mã XVIII thành số tự nhiên,18,
Toán,6,Đại số,Bài tập,Viết số La Mã XX thành số tự nhiên,20,
Toán,6,Đại số,Bài tập,Viết số La Mã XXII thành số tự nhiên,22,
Toán,6,Đại số,Bài tập,Cho tập hợp A = {x ∈ N* | x ≤ 14}. Hãy liệt kê các phần tử của tập hợp A,A = {1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 12; 14},"Các số tự nhiên khác không nhỏ hơn hoặc bằng 14 là: 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 12; 14.

A = {1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 12; 14} ."
Toán,6,Đại số,Bài tập,"Điền các số thích hợp vào chỗ trống để được dãy các số tự nhiên liên tiếp:
…….; 102; ………;",101 và 103," Số liền trước của 102 là 101, số liền sau của 102 là 103. Nên ta có: 101; 102; 103"
Toán,6,Đại số,Bài tập,"Điền các số thích hợp vào chỗ trống để được dãy các số tự nhiên liên tiếp:
2045; ………; ………;",2046 và 2047,"Số liền sau của 2 045 là 2 046, số liền sau của 2 046 là 2 047. Nên ta có: 2 045; 2 046; 2 047"
Toán,6,Đại số,Bài tập,"Điền các số thích hợp vào chỗ trống để được dãy các số tự nhiên liên tiếp:
……; 17; …….; ………","16, 18 và 19","Số liền trước của 17 là 16, số liền sau của 17 là 18, số liền sau của 18 là 19. Nên ta có: 16; 17; 18; 19"
Toán,6,Đại số,Bài tập,Liệt kê các phần tử của mỗi tập hợp M = {x ∈ N | 10 ≤ x ≤ 15} ,M = {10; 11; 12; 13; 14}.,"Các số tự nhiên lớn hơn hoặc bằng 10 nhỏ hơn 15 là: 10; 11; 12; 13; 14.

Theo cách liệt kê, ta viết: M = {10; 11; 12; 13; 14}"
Toán,6,Đại số,Bài tập,Liệt kê các phần tử của mỗi tập hợp N = {x ∈ N* | x ≤ 3},N = {1; 2; 3} .,"Các số tự nhiên khác 0 và nhỏ hơn hoặc bằng 3 là: 1; 2; 3.

Theo cách liệt kê, ta viết:  N = {1; 2; 3} ."
Toán,6,Đại số,Bài tập,Liệt kê các phần tử của mỗi tập hợp L = {x ∈ N | x ≤ 3} .,L = {0; 1; 2; 3},"Các số tự nhiên nhỏ hơn hoặc bằng 3 là: 0; 1; 2; 3.

Theo cách liệt kê, ta viết: L = {0; 1; 2; 3}.."
Toán,6,Đại số,Bài tập,23 + 37 = ?,60,
Toán,6,Đại số,Bài tập,78 + 189 = ?,267,
Toán,6,Đại số,Bài tập,25 + 89 + 75 + 11 = ?,200,25 + 89 + 75 + 11 = (25 + 75) + (89 + 11) = 100 + 100 = 200
Toán,6,Đại số,Bài tập,725 – 630 = ?,95,
Toán,6,Đại số,Bài tập,419 – 236 = ?,183,
Toán,6,Đại số,Bài tập,"Tìm số tự nhiên x thỏa mãn:
 87 + x = 345",x = 258,"87 + x = 345

x = 345 – 87 

x = 258"
Toán,6,Đại số,Bài tập,"Tìm số tự nhiên x thỏa mãn:
23 – x = 21",x = 2,"23 – x = 21

x = 23 – 21 

x = 2"
Toán,6,Đại số,Bài tập,"Tìm số tự nhiên x thỏa mãn:
3 – x = 12",x = -9,"3 -x = 12
x = 3 - 12 
x = -9"
Toán,6,Đại số,Bài tập,"Tìm số tự nhiên x thỏa mãn:
x – 73 = 44",x = 117,"x – 73 = 44

x = 73 + 44 

x = 117"
Toán,6,Đại số,Bài tập,Dân số Việt Nam năm 2019 là 96 462 106 người. Năm 2020 dân số Việt Nam là 97 338 579. Hỏi dân số Việt Nam năm 2020 tăng bao nhiêu so với năm 2019?,876473 người,"So với năm 2019 dân số Việt Nam tăng: 97 338 579 – 96 462 106 = 876 473 (người).

Vậy năm 2020 dân số Việt Nam tăng 876 473 người so với năm 2019."
Toán,6,Đại số,Bài tập,273 + 356 – 73 + 44 = ?,600,"273 + 356 – 73 + 44

= (273 – 73) + (356 + 44) 

= 200 + 400

= 600."
Toán,6,Đại số,Bài tập,624 + 83 + 17 + 76 = ?,800,"624 + 83 + 17 + 76

= (624 + 76) + (83 + 17) 

= 700 + 100

= 800"
Toán,6,Đại số,Bài tập,69.73 + 69.27 = ?,6900," 69.73 + 69.27

= 69.(73 + 27) 

= 69.100

= 6900."
Toán,6,Đại số,Bài tập,12.12 = ?,144,
Toán,6,Đại số,Bài tập,159.32 = ?,5088,
Toán,6,Đại số,Bài tập,"Một trường Trung học cơ sở có 65 phòng học, mỗi phòng có 12 bộ bàn ghế, mỗi bộ bàn ghế đều có thể xếp cho 4 người ngồi. Trường có thể nhận nhiều nhất bao nhiêu học sinh?",3120 học sinh,"Tổng số bộ bàn ghế của trường Trung học cơ sở là: 65.12 = 780 (bộ)

Vì mỗi bộ bàn ghế đều có thể xếp cho 4 người nên trường có thể nhận nhiều nhất số học sinh là: 780.4 = 3 120 (học sinh).

Vậy trường có thể nhận nhiều nhất 3 120 học sinh."
Toán,6,Đại số,Bài tập,Một trường học có 1 213 học sinh tham dự lễ tổng kết cuối năm. Ban tổ chức đã chuẩn bị những chiếc ghế băng 5 chỗ ngồi. Phải có ít nhất bao nhiêu ghế băng như vậy để tất cả học sinh đều đủ chỗ người, 243 băng ghế,"Ta có 1 213:5 = 242 (dư 3).

Do đó ban tổ chức cần phải chuẩn bị ít nhất 243 băng ghế như vậy để tất cả học sinh đều đủ chỗ ngồi."
Toán,6,Đại số,Bài tập,23 + 47 – 52 = ?,18,"23 + 47 – 52

= 70 – 52 

= 18"
Toán,6,Đại số,Bài tập,24.5:3 = ?,40,"4.5:3

= 120 : 3

= 40"
Toán,6,Đại số,Bài tập,(30 + 80).2 + 20:4 = ?,225,"30 + 80).2 + 20:4

= 110.2 + 5

= 220 + 5

= 225"
Toán,6,Đại số,Bài tập,36 – 18:6 = ?,33,6 – 18:6 = 36 – 3 = 33
Toán,6,Đại số,Bài tập,"Tìm m thuộc tập {21; 22; 23; 24; 25; 26}, biết 56 – m chia hết 7",m = 21,"Vì 56 chia hết cho 7 để 56 – m chia hết cho 7 thì m phải là một số chia hết cho 7. 

Mà m thuộc tập {21; 22; 23; 24; 25; 26}

Suy ra m = 21.

Vậy m = 21."
Toán,6,Đại số,Bài tập,"Tìm n thuộc tập {18; 20; 22; 24; 26; 28; 30}, biết 36 + n không chia hết cho 6",{20; 22; 26; 28},"Vì 36 chia hết cho 6 nên để 36 + n không chia hết cho 6 thì n phải không chia hết cho 6. 

Mà n thuộc tập {18; 20; 22; 24; 26; 28; 30}.

Suy ra n thuộc {20; 22; 26; 28}.

Vậy n ∈ {20; 22; 26; 28}."
Toán,6,Đại số,Bài tập,Khối lớp 6 của một trường có 396 học sinh đi dã ngoại. Cô phụ trách muốn chia đều số học sinh của khối 6 thành 9 nhóm. Hỏi cô chia nhóm được như vậy không?,Có,"Muốn chia đều số học sinh của khối 6 thành 9 nhóm thì 396 phải chia hết cho 9.

Ta có: 3 + 9 + 6 = 12 + 6 = 18 chia hết cho 9 nên 396 chia hết cho 9.

Do đó cô hoàn toàn có thể chia số học sinh khối 6 thành 9 nhóm."
Toán,6,Đại số,Bài tập,Tìm ước chung của 24 và 30,{1; 2; 3; 6},"Ư(24) = {1; 2; 3; 4; 6; 8; 12; 24}

Ư (30) = {1; 2; 3; 5; 6; 10; 15; 30}

ƯC(24; 30) = {1; 2; 3; 6}"
Toán,6,Đại số,Bài tập,Tìm ƯCLN (24; 60),6,"Ư(24) = {1; 2; 3; 4; 6; 8; 12; 24}

Ư (30) = {1; 2; 3; 5; 6; 10; 15; 30}

ƯC(24; 30) = {1; 2; 3; 6}
ƯCLN(24; 30) = 6."
Toán,6,Đại số,Bài tập,"Học sinh lớp 6A và 6B khi xếp thành 3 hàng, 5 hàng hay 6 hàng đều vừa đủ. Biết số học sinh của hai lớp từ 70 đến 100 học sinh. Tính số học sinh của lớp 6A và 6B.",90 học sinh,"Vì số học sinh của lớp 6A và 6B xếp thành 3 hàng, 5 thàng hay 6 hàng đều vừa đủ nghĩa là số học sinh của hai lớp 6A và 6B chia hết cho 3 , 5 và 6 hay số học sinh của lớp 6A và 6B là bội chung của 3, 5 và 6.

Ta có: 3 = 3, 6 = 2.3, 5 = 5.

BCNN(3, 5, 6) = 2.3.5 = 30.

BC(3, 5, 6) = B(30) = {0; 30; 60; 90; 120; …}.

Suy ra x ∈ {0; 30; 60; 90; 120; …}.

Biết số học sinh của hai lớp từ 70 đến 100 học sinh nên số học sinh hai lớp là 90.

Vậy số học sinh của hai lớp 6A và 6B là 90 học sinh."
Toán,6,Đại số,Bài tập, (-23) + (-55) = ?,-78,(-23) + (-55) = - (23 + 55) = - 78
Toán,6,Đại số,Bài tập,312 + (-134) = ?,178,312 + (-134) = 312 – 134 = 178
Toán,6,Đại số,Bài tập,(-350) + (-296) + 50 + 96 = ?,-500,"(-350) + (-296) + 50 + 96

= [(-350) + 50] + [(-296) + 96]

= (-300) + (-200) 

= -500."
Toán,6,Đại số,Bài tập,15 – 7 = ?,8,
Toán,6,Đại số,Bài tập,8 – 9 = ?,-1,8 – 9 = 8 + (-9) = - (9 – 8) = -1
Toán,6,Đại số,Bài tập,"hiệt độ bên ngoài của một máy bay khi bay ở độ cao 1000 m là – 320C. Khi hạ cánh, nhiệt độ ở sân bay là 350C. Hỏi nhiệt độ của máy bay khi ở độ cao 1 000m và khi hạ cánh chênh lệch bao nhiêu độ C?
",67,"Nhiệt độ của máy bay khi ở độ cao 1 000m và khi hạ cánh chênh lệch:

35 – (-32) = 670C.

Vậy nhiệt độ của máy bay khi ở độ cao 1 000m và khi hạ cánh chênh lệch 670C."
Toán,6,Đại số,Bài tập,(-2) - (-8) = ? ,6,(-2) - (-8) = -2 + 8 = 8 – 2 = 6;
Toán,6,Đại số,Bài tập,3 + (-9) + (-4) – (-11) = ?,1,3 + (-9) + (-4) – (-11) = 3 – 9 – 4 + 11 = - 6 – 4 + 11 = - 10 + 11 = 1.
Toán,6,Đại số,Bài tập,(56 – 27) – (11 + 28 – 16) = ?,6,"(56 – 27) – (11 + 28 – 16)

= 56 – 27 – 11 – 28 + 16 

= 29 – 11 – 28 + 16

= 18 – 28 + 16

= -10 + 16

= 6"
